millis,sync4_train_start,bnc_interval_ms,sync4_interval_ms,,,,,
24635933,36:21.6,67.77,68,-0.23,,,,
24636136.61,36:21.8,203.61,204,-0.390000001,,,,
24636204.39,36:21.8,67.78,67,0.780000001,,,,
24775531.11,38:41.1,139326.72,139327,-0.280000001,,,,
24775597.98,38:41.2,66.87,67,-0.129999999,,,,
24776079.2,38:41.7,481.22,481,0.219999999,,,,
24776146.07,38:41.8,66.87,67,-0.129999999,,,,
24791586.79,38:57.2,15440.72,15441,-0.280000001,,,,
24832499.82,39:38.1,40913.03,40913,0.030000001,,,,
24882936.66,40:28.6,50436.84,50437,-0.16,,,,
24883003.52,40:28.6,66.86,67,-0.140000001,,,,
24883096.46,40:28.7,92.94,93,-0.059999999,,,,
24883632.75,40:29.3,536.29,536,0.289999999,,,,
24883699.62,40:29.3,66.87,67,-0.129999999,,,,
24884963.39,40:30.6,1263.77,1264,-0.23,,,,
24885030.26,40:30.6,66.87,67,-0.129999999,,,,
24886577.34,40:32.2,1547.08,1547,0.079999998,,,,
24886644.2,40:32.3,66.86,67,-0.140000001,,,,
24887960.31,40:33.6,1316.11,1316,0.109999999,,,,
24888027.17,40:33.6,66.86,67,-0.139999997,,,,
26429865,06:15.5,1541837.83,1541839,-1.170000002,,,,
26430908.83,06:16.5,1043.83,1044,-0.170000002,,,,
26430976.89,06:16.6,68.06,68,0.060000002,,,,
26431660.42,06:17.3,683.53,683,0.530000001,,,,
26431723.44,06:17.3,63.02,63,0.02,,,,
26431791.5,06:17.4,68.06,68,0.059999999,,,,
26432566.87,06:18.2,775.37,776,-0.629999999,,,,
26478244.59,07:03.9,45677.72,45678,-0.280000001,,,,
26478778.04,07:04.4,533.45,533,0.449999999,,,,
26478846.09,07:04.5,68.05,68,0.050000001,,,,
26479577.62,07:05.2,731.53,732,-0.469999999,,,,
26479640.64,07:05.3,63.02,63,0.02,,,,
26479708.69,07:05.3,68.05,68,0.050000001,,,,
26480305.23,07:05.9,596.54,596,0.539999999,,,,
26506201.73,07:31.8,25896.5,25897,-0.5,,,,
26506606.92,07:32.2,405.19,405,0.190000001,,,,
26506674.98,07:32.3,68.06,68,0.059999999,,,,
26509453.07,07:35.1,2778.09,2778,0.09,,,,
26509516.09,07:35.1,63.02,63,0.02,,,,
26509584.15,07:35.2,68.06,68,0.059999999,,,,
26510717.19,07:36.3,1133.04,1133,0.040000003,,,,
31714857.44,34:20.5,5204140.25,5204146,-5.75,,,,
31714925.22,34:20.6,67.78,67,0.779999997,,,,
31931733.51,37:57.4,216808.29,216809,-0.709999997,,,,
31932172.03,37:57.8,438.52,438,0.52,,,,
31932240.08,37:57.9,68.05,68,0.049999997,,,,
31932933.83,37:58.6,693.75,694,-0.25,,,,
31932996.85,37:58.6,63.02,63,0.020000003,,,,
31933064.91,37:58.7,68.06,68,0.059999999,,,,
31934557,38:00.2,1492.09,1492,0.09,,,,
31966971.72,38:32.6,32414.72,32415,-0.280000001,,,,
31967773.55,38:33.4,801.83,802,-0.169999998,,,,
31967841.6,38:33.5,68.05,68,0.050000001,,,,
31968543.43,38:34.2,701.83,702,-0.170000002,,,,
31968606.44,38:34.2,63.01,63,0.010000002,,,,
31968674.5,38:34.3,68.06,68,0.059999999,,,,
31969867.85,38:35.5,1193.35,1193,0.350000001,,,,
31987648.05,38:53.3,17780.2,17781,-0.800000001,,,,
31988057.47,38:53.7,409.42,409,0.419999998,,,,
31988125.52,38:53.8,68.05,68,0.050000001,,,,
31988940.06,38:54.6,814.54,815,-0.460000001,,,,
31989003.08,38:54.6,63.02,63,0.02,,,,
31989071.13,38:54.7,68.05,68,0.050000001,,,,
31989608.25,38:55.2,537.12,537,0.120000001,,,,
32073484.33,40:19.1,83876.08,83876,0.079999998,,,,
32073943.28,40:19.6,458.95,459,-0.049999997,,,,
32074011.33,40:19.6,68.05,68,0.049999997,,,,
32076735.27,40:22.4,2723.94,2724,-0.059999999,,,,
32076798.29,40:22.4,63.02,63,0.02,,,,
32076866.35,40:22.5,68.06,68,0.060000002,,,,
32077105.4,40:22.7,239.05,239,0.049999997,,,,
32087888.58,40:33.5,10783.18,10783,0.18,,,,
32088556.96,40:34.2,668.38,669,-0.619999997,,,,
32088625.02,40:34.3,68.06,68,0.059999999,,,,
32089311.41,40:34.9,686.39,686,0.390000001,,,,
32089374.43,40:35.0,63.02,63,0.02,,,,
32089442.48,40:35.1,68.05,68,0.050000001,,,,
32089979.42,40:35.6,536.94,537,-0.059999999,,,,
32108488.63,40:54.1,18509.21,18509,0.209999997,,,,
32108897.87,40:54.5,409.24,409,0.240000002,,,,
32108965.93,40:54.6,68.06,69,-0.940000001,,,,
32109704.2,40:55.3,738.27,738,0.27,,,,
32109767.22,40:55.4,63.02,63,0.02,,,,
32109835.28,40:55.5,68.06,68,0.060000002,,,,
32110610.79,40:56.2,775.51,775,0.509999998,,,,
32173718.31,41:59.3,63107.52,63108,-0.48,,,,
32173786.09,41:59.4,67.78,68,-0.219999999,,,,
32175853.55,42:01.5,2067.46,2067,0.460000001,,,,
32175921.33,42:01.5,67.78,68,-0.220000003,,,,
32176079.98,42:01.7,158.65,159,-0.349999998,,,,
32176147.76,42:01.8,67.78,67,0.780000001,,,,
32177078.62,42:02.7,930.86,931,-0.140000001,,,,
32177146.4,42:02.8,67.78,68,-0.220000003,,,,
32177890.08,42:03.5,743.68,744,-0.32,,,,
32177957.86,42:03.6,67.78,67,0.780000001,,,,
32178310.73,42:03.9,352.87,353,-0.129999999,,,,
32178378.52,42:04.0,67.79,68,-0.210000001,,,,
32178701.76,42:04.3,323.24,323,0.240000002,,,,
32178769.54,42:04.4,67.78,68,-0.220000003,,,,
32178986.4,42:04.6,216.86,217,-0.140000001,,,,
32179054.19,42:04.7,67.79,68,-0.209999997,,,,
32179529.67,42:05.2,475.48,475,0.48,,,,
32179597.46,42:05.2,67.79,68,-0.210000001,,,,
32179952.78,42:05.6,355.32,355,0.32,,,,
32180020.56,42:05.6,67.78,68,-0.220000003,,,,
32180095.38,42:05.7,74.82,75,-0.18,,,,
32180524.88,42:06.2,429.5,430,-0.5,,,,
32180592.66,42:06.2,67.78,67,0.780000001,,,,
32181359.11,42:07.0,766.45,767,-0.550000001,,,,
32181426.9,42:07.1,67.79,68,-0.210000001,,,,
32182391.82,42:08.0,964.92,964,0.920000002,,,,
32182459.61,42:08.1,67.79,68,-0.210000001,,,,
32182556.95,42:08.2,97.34,98,-0.66,,,,
32182967.61,42:08.6,410.66,410,0.66,,,,
32183035.39,42:08.7,67.78,68,-0.219999999,,,,
32183115.99,42:08.7,80.6,81,-0.400000002,,,,
32183558.1,42:09.2,442.11,442,0.110000003,,,,
32183625.88,42:09.3,67.78,68,-0.220000003,,,,
32183869.55,42:09.5,243.67,243,0.670000002,,,,
32183937.33,42:09.6,67.78,68,-0.220000003,,,,
32184303.88,42:09.9,366.55,367,-0.449999999,,,,
32184371.66,42:10.0,67.78,67,0.780000001,,,,
32184896.4,42:10.5,524.74,525,-0.260000002,,,,
32184964.19,42:10.6,67.79,68,-0.209999997,,,,
32185351.26,42:11.0,387.07,387,0.07,,,,
32185419.05,42:11.0,67.79,68,-0.210000001,,,,
32185807.46,42:11.4,388.41,388,0.41,,,,
32185875.24,42:11.5,67.78,68,-0.220000003,,,,
32185953.35,42:11.6,78.11,78,0.110000003,,,,
32186609.04,42:12.2,655.69,656,-0.310000002,,,,
32186676.82,42:12.3,67.78,67,0.780000001,,,,
32186766.63,42:12.4,89.81,90,-0.190000001,,,,
32188108.42,42:13.7,1341.79,1342,-0.209999997,,,,
32188176.2,42:13.8,67.78,68,-0.220000003,,,,
32188257.63,42:13.9,81.43,81,0.43,,,,
32191159.17,42:16.8,2901.54,2902,-0.459999997,,,,
32191226.95,42:16.9,67.78,68,-0.220000003,,,,
32191319.51,42:16.9,92.56,92,0.560000002,,,,
32191936.3,42:17.6,616.79,617,-0.210000001,,,,
32192004.08,42:17.6,67.78,68,-0.220000003,,,,
32192410.05,42:18.0,405.97,406,-0.029999997,,,,
32192477.84,42:18.1,67.79,67,0.789999999,,,,
32193784.93,42:19.4,1307.09,1308,-0.91,,,,
32193852.72,42:19.5,67.79,67,0.789999999,,,,
32193957.38,42:19.6,104.66,105,-0.34,,,,
32194135.2,42:19.8,177.82,178,-0.18,,,,
32194202.98,42:19.8,67.78,68,-0.219999999,,,,
32194281.9,42:19.9,78.92,79,-0.080000002,,,,
32194600.48,42:20.2,318.58,318,0.580000002,,,,
32194668.26,42:20.3,67.78,68,-0.219999999,,,,
32194745.68,42:20.4,77.42,77,0.419999998,,,,
32195028.68,42:20.7,283,283,0,,,,
32195096.46,42:20.7,67.78,68,-0.219999999,,,,
32197029.26,42:22.7,1932.8,1933,-0.199999999,,,,
32197097.04,42:22.7,67.78,68,-0.220000003,,,,
32197243.34,42:22.9,146.3,146,0.300000001,,,,
32197311.13,42:22.9,67.79,68,-0.210000001,,,,
40500906.4,00:46.5,8303595.27,8303603.999999999,-8.72999999,,,,
40500973.26,00:46.6,66.86,67,-0.140000001,,,,
40510518.05,00:56.2,9544.79,9544,0.789999999,,,,
40511248.52,00:56.9,730.47,731,-0.529999994,,,,
40511316.57,00:57.0,68.05,68,0.049999997,,,,
40512031.75,00:57.7,715.18,715,0.18,,,,
40512094.76,00:57.7,63.01,63,0.009999998,,,,
40512162.82,00:57.8,68.06,68,0.060000002,,,,
40512699.72,00:58.3,536.9,537,-0.100000001,,,,
40545122.56,01:30.8,32422.84,32423,-0.159999996,,,,
40545577.76,01:31.2,455.2,455,0.199999996,,,,
40545645.82,01:31.3,68.06,68,0.060000002,,,,
40546371.93,01:32.0,726.11,726,0.109999999,,,,
40546434.95,01:32.1,63.02,63,0.020000003,,,,
40546503.01,01:32.1,68.05999999,68,0.059999995,,,,
40547159.06,01:32.8,656.05,656,0.050000004,,,,
40566084.93,01:51.7,18925.87,18926,-0.130000003,,,,
40566491.71,01:52.1,406.78,407,-0.219999999,,,,
40566559.77,01:52.2,68.06,68,0.060000002,,,,
40567274.04,01:52.9,714.27,714,0.269999996,,,,
40567337.06,01:53.0,63.02,63,0.020000003,,,,
40567405.12,01:53.0,68.05999999,69,-0.940000005,,,,
40568001.71,01:53.6,596.59,596,0.590000004,,,,
40591695.15,02:17.3,23693.44,23694,-0.560000002,,,,
40592320.01,02:18.0,624.86,624,0.859999999,,,,
40592388.07,02:18.0,68.06,68,0.060000002,,,,
40593107.65,02:18.7,719.58,720,-0.420000002,,,,
40593170.67,02:18.8,63.02,63,0.020000003,,,,
40593238.72,02:18.9,68.05,68,0.049999997,,,,
40593537.26,02:19.2,298.54,299,-0.460000001,,,,
40616140.79,02:41.8,22603.53,22603,0.530000001,,,,
40616617.8,02:42.3,477.01,477,0.009999998,,,,
40616685.85,02:42.3,68.05,68,0.050000004,,,,
40617390.73,02:43.0,704.88,705,-0.120000005,,,,
40617453.75,02:43.1,63.02,63,0.020000003,,,,
40617521.81,02:43.2,68.06,68,0.060000002,,,,
40617760.85,02:43.4,239.04,239,0.039999999,,,,
40650602.15,03:16.2,32841.3,32842,-0.700000003,,,,
40651388.88,03:17.0,786.73,786,0.730000004,,,,
40651456.94,03:17.1,68.05999999,68,0.059999995,,,,
40652232.58,03:17.9,775.64,776,-0.359999999,,,,
40652295.6,03:17.9,63.02,63,0.020000003,,,,
40652363.65,03:18.0,68.05,68,0.049999997,,,,
40653616.39,03:19.3,1252.74,1253,-0.259999998,,,,
40752989.9,04:58.6,99373.51,99373,0.509999998,,,,
40753057.68,04:58.7,67.78,68,-0.219999999,,,,
40753203.82,04:58.8,146.14,146,0.140000001,,,,
40753271.61,04:58.9,67.79,68,-0.210000001,,,,
40753382.94,04:59.0,111.33,112,-0.670000002,,,,
40753714.71,04:59.4,331.77,331,0.770000003,,,,
40753782.49,04:59.4,67.78,68,-0.219999999,,,,
40754389.15,05:00.0,606.66,607,-0.340000004,,,,
40754456.93,05:00.1,67.78,68,-0.219999999,,,,
40754813.29,05:00.4,356.36,356,0.359999999,,,,
40754881.06,05:00.5,67.77,68,-0.229999997,,,,
40755391.02,05:01.0,509.96,510,-0.039999999,,,,
40755458.81,05:01.1,67.79,67,0.789999999,,,,
40756102.28,05:01.7,643.47,644,-0.530000001,,,,
40756170.05,05:01.8,67.77,68,-0.230000004,,,,
40756387.27,05:02.0,217.22,217,0.220000006,,,,
40756455.05,05:02.1,67.77999999,68,-0.220000006,,,,
40757005.46,05:02.6,550.41,550,0.410000004,,,,
40757073.25,05:02.7,67.79,68,-0.210000001,,,,
40757589.53,05:03.2,516.28,516,0.280000001,,,,
40757657.32,05:03.3,67.79,68,-0.210000001,,,,
40758030.13,05:03.7,372.81,373,-0.189999998,,,,
40758097.91,05:03.7,67.77999999,68,-0.220000006,,,,
40758192.66,05:03.8,94.75,94,0.75,,,,
40758337.31,05:04.0,144.65,145,-0.349999994,,,,
40758405.09,05:04.0,67.78,68,-0.219999999,,,,
40758833.21,05:04.5,428.12,428,0.119999997,,,,
40758901,05:04.5,67.79,68,-0.210000001,,,,
40759120.51,05:04.8,219.51,219,0.509999998,,,,
40759188.29,05:04.8,67.78,68,-0.219999999,,,,
42158642.23,28:24.3,1399453.94,1399455,-1.060000002,,,,
42158710.01,28:24.3,67.78,68,-0.219999999,,,,
42159912.45,28:25.5,1202.44,1203,-0.559999995,,,,
42159980.24,28:25.6,67.79,67,0.789999999,,,,
42160183.68,28:25.8,203.44,204,-0.560000002,,,,
42160251.45,28:25.9,67.77,68,-0.229999997,,,,
42160625.86,28:26.3,374.41,374,0.409999996,,,,
42160693.63,28:26.3,67.77,68,-0.229999997,,,,
42162144.47,28:27.8,1450.84,1451,-0.160000004,,,,
42162212.25,28:27.8,67.78,67,0.780000001,,,,
42162299.53,28:27.9,87.28,88,-0.719999999,,,,
42162446.66,28:28.1,147.13,147,0.129999995,,,,
42162514.44,28:28.2,67.78,68,-0.219999999,,,,
42162890.5,28:28.5,376.06,376,0.060000002,,,,
42162958.28,28:28.6,67.78,67,0.780000001,,,,
42163343.74,28:29.0,385.46,386,-0.539999999,,,,
42163411.52,28:29.0,67.78,68,-0.219999999,,,,
42163935.22,28:29.6,523.7,523,0.699999996,,,,
42164003.01,28:29.6,67.79,68,-0.210000001,,,,
42164231.49,28:29.9,228.48,229,-0.519999996,,,,
42164299.28,28:29.9,67.79,67,0.789999999,,,,
42164392.37,28:30.0,93.09,93,0.089999996,,,,
42164520.95,28:30.2,128.58,129,-0.419999994,,,,
42164588.73,28:30.2,67.77999999,68,-0.220000006,,,,
42164674.25,28:30.3,85.52,85,0.520000003,,,,
42165278.95,28:30.9,604.7,605,-0.299999997,,,,
42165346.73,28:31.0,67.77999999,68,-0.220000006,,,,
42165442.44,28:31.1,95.71,96,-0.289999999,,,,
42165606.39,28:31.2,163.95,163,0.950000003,,,,
42165674.17,28:31.3,67.78,68,-0.219999999,,,,
42165906.45,28:31.5,232.28,233,-0.719999999,,,,
42165974.23,28:31.6,67.77999999,67,0.779999994,,,,
42166094,28:31.7,119.77,120,-0.229999997,,,,
42166418.84,28:32.1,324.84,325,-0.159999996,,,,
42166486.62,28:32.1,67.77999999,68,-0.220000006,,,,
42166588.19,28:32.2,101.57,101,0.57,,,,
42166749.4,28:32.4,161.21,161,0.210000001,,,,
42166817.18,28:32.5,67.78,68,-0.219999999,,,,
42167069.96,28:32.7,252.78,253,-0.219999999,,,,
42167137.75,28:32.8,67.79,68,-0.210000001,,,,
42167228.27,28:32.9,90.52,90,0.520000003,,,,
42167397.37,28:33.0,169.1,169,0.099999994,,,,
42167465.15,28:33.1,67.78,68,-0.219999999,,,,
42167579.15,28:33.2,114,114,0,,,,
42168097.46,28:33.7,518.31,519,-0.689999998,,,,
42168165.24,28:33.8,67.78,67,0.780000001,,,,
42168254.29,28:33.9,89.05,89,0.049999997,,,,
42168439.06,28:34.1,184.77,185,-0.229999997,,,,
42168506.84,28:34.1,67.78,68,-0.219999999,,,,
42169083.27,28:34.7,576.43,576,0.43,,,,
42169151.06,28:34.8,67.79,68,-0.210000001,,,,
42169418.8,28:35.1,267.74,268,-0.260000005,,,,
42169486.58,28:35.1,67.78,68,-0.219999999,,,,
42169579.89,28:35.2,93.31,93,0.310000002,,,,
42169745.72,28:35.4,165.83,166,-0.170000002,,,,
42169813.51,28:35.5,67.79,68,-0.210000001,,,,
42169909.01,28:35.5,95.5,95,0.5,,,,
42170274.03,28:35.9,365.02,365,0.020000003,,,,
42170341.81,28:36.0,67.78,68,-0.219999999,,,,
42170444.42,28:36.1,102.61,102,0.609999999,,,,
42170799.46,28:36.4,355.04,356,-0.960000001,,,,
42170867.24,28:36.5,67.78,67,0.780000001,,,,
42171121.75,28:36.8,254.51,255,-0.490000002,,,,
42171189.52,28:36.8,67.77,68,-0.229999997,,,,
42171284.17,28:36.9,94.65,94,0.649999999,,,,
42171456.18,28:37.1,172.01,172,0.009999998,,,,
42171523.96,28:37.2,67.78,68,-0.219999999,,,,
42171789.25,28:37.4,265.29,265,0.289999999,,,,
42171857.03,28:37.5,67.78,68,-0.219999999,,,,
42171953.87,28:37.6,96.84,97,-0.160000004,,,,
42172122.45,28:37.8,168.58,169,-0.419999994,,,,
42172190.23,28:37.8,67.77999999,67,0.779999994,,,,
42172318.8,28:38.0,128.57,129,-0.43,,,,
42173066.32,28:38.7,747.52,747,0.520000003,,,,
42173134.09,28:38.8,67.77,68,-0.229999997,,,,
42173261.07,28:38.9,126.98,127,-0.020000003,,,,
42173597.46,28:39.2,336.39,337,-0.609999999,,,,
42173665.25,28:39.3,67.79,67,0.789999999,,,,
42173764.16,28:39.4,98.91,99,-0.090000004,,,,
42173929.76,28:39.6,165.6,166,-0.399999999,,,,
42173997.55,28:39.6,67.79,68,-0.210000001,,,,
42174269.79,28:39.9,272.24,272,0.240000002,,,,
42174337.58,28:40.0,67.79,68,-0.210000001,,,,
42174622.15,28:40.3,284.57,284,0.57,,,,
42174689.93,28:40.3,67.78,68,-0.219999999,,,,
42204979.47,29:10.6,30289.54,30290,-0.460000001,,,,
42205047.25,29:10.7,67.78,67,0.780000001,,,,
42205386.65,29:11.0,339.4,340,-0.600000001,,,,
42205454.43,29:11.1,67.78,68,-0.219999999,,,,
42205616.1,29:11.3,161.67,161,0.670000002,,,,
42205683.87,29:11.3,67.77,68,-0.230000004,,,,
42205932.22,29:11.6,248.35,248,0.350000001,,,,
42206000,29:11.6,67.78,68,-0.219999999,,,,
42206242.69,29:11.9,242.69,243,-0.310000002,,,,
42206310.46,29:11.9,67.77,68,-0.229999997,,,,
42208103.56,29:13.7,1793.1,1793,0.100000001,,,,
42208171.34,29:13.8,67.78,67,0.780000001,,,,
42208566.24,29:14.2,394.9,395,-0.100000001,,,,
42208634.03,29:14.3,67.79,68,-0.210000001,,,,
42208728.44,29:14.4,94.41,95,-0.590000004,,,,
42209052.38,29:14.7,323.94,324,-0.059999995,,,,
42209120.16,29:14.8,67.77999999,67,0.779999994,,,,
42209202.72,29:14.8,82.56,83,-0.439999998,,,,
42209378.31,29:15.0,175.59,175,0.590000004,,,,
42209446.09,29:15.1,67.78,68,-0.219999999,,,,
42209520.81,29:15.2,74.72,75,-0.280000001,,,,
42238296.29,29:43.9,28775.48,28775,0.479999997,,,,
42239105.82,29:44.7,809.53,810,-0.469999999,,,,
42239173.87,29:44.8,68.05,68,0.049999997,,,,
42239845.88,29:45.5,672.01,672,0.010000005,,,,
42239908.9,29:45.5,63.02,63,0.019999996,,,,
42239976.95,29:45.6,68.05,68,0.050000004,,,,
42249569.07,29:55.2,9592.12,9592,0.119999997,,,,
42278919.9,30:24.6,29350.83,29351,-0.170000002,,,,
42279332.19,30:25.0,412.29,412,0.289999999,,,,
42279400.25,30:25.0,68.06,68,0.060000002,,,,
42280135.55,30:25.8,735.3,736,-0.700000003,,,,
42280198.57,30:25.8,63.02,63,0.020000003,,,,
42280266.62,30:25.9,68.05,68,0.049999997,,,,
42280922.95,30:26.6,656.33,656,0.330000006,,,,
42301388.73,30:47.0,20465.78,20466,-0.220000006,,,,
42301794.45,30:47.4,405.72,406,-0.279999994,,,,
42301862.5,30:47.5,68.05,68,0.049999997,,,,
42302614.24,30:48.3,751.74,751,0.740000002,,,,
42302677.26,30:48.3,63.02,63,0.019999996,,,,
42302745.32,30:48.4,68.06,69,-0.939999998,,,,
42303222.6,30:48.9,477.28,477,0.280000001,,,,
42322263.24,31:07.9,19040.64,19040,0.640000001,,,,
42322668.88,31:08.3,405.64,406,-0.359999999,,,,
42322736.93,31:08.4,68.05,68,0.049999997,,,,
42323422.32,31:09.1,685.39,686,-0.609999999,,,,
42323485.34,31:09.1,63.02,63,0.020000003,,,,
42323553.4,31:09.2,68.05999999,68,0.059999995,,,,
42324388.68,31:10.0,835.28,835,0.280000001,,,,
42347678.71,31:33.3,23290.03,23290,0.030000001,,,,
42348275,31:33.9,596.29,596,0.289999999,,,,
42348343.05,31:34.0,68.05,68,0.049999997,,,,
42349088.78,31:34.7,745.73,746,-0.269999996,,,,
42349151.79,31:34.8,63.01,63,0.009999998,,,,
42349219.85,31:34.9,68.06,68,0.060000002,,,,
42349577.92,31:35.2,358.07,358,0.07,,,,
42375217.98,32:00.9,25640.06,25640,0.059999995,,,,
42375684.4,32:01.3,466.42,467,-0.579999998,,,,
42375752.45,32:01.4,68.05,68,0.050000004,,,,
42376469.89,32:02.1,717.44,717,0.439999998,,,,
42376532.91,32:02.2,63.02,63,0.019999996,,,,
42376600.96,32:02.2,68.05,68,0.050000004,,,,
42376959,32:02.6,358.04,358,0.039999999,,,,
42415203.81,32:40.8,38244.81,38245,-0.189999998,,,,
42415835.82,32:41.5,632.01,632,0.009999998,,,,
42415903.88,32:41.5,68.06,68,0.060000002,,,,
42416583.34,32:42.2,679.46,680,-0.539999999,,,,
42416646.36,32:42.3,63.02,63,0.019999996,,,,
42416714.42,32:42.4,68.06,68,0.060000002,,,,
42417430.38,32:43.1,715.96,716,-0.039999999,,,,
42782192.06,38:47.8,364761.68,364762,-0.32,,,,
42782259.84,38:47.9,67.78,68,-0.219999999,,,,
42782519.65,38:48.2,259.81,259,0.809999995,,,,
42782587.44,38:48.2,67.79,68,-0.210000001,,,,
42782898.5,38:48.5,311.06,311,0.060000002,,,,
42782966.28,38:48.6,67.78,68,-0.219999999,,,,
42783155.19,38:48.8,188.91,189,-0.090000004,,,,
42783222.97,38:48.9,67.78,68,-0.219999999,,,,
42783679.3,38:49.3,456.33,456,0.329999998,,,,
42783747.09,38:49.4,67.79000001,68,-0.209999993,,,,
42783953.6,38:49.6,206.51,206,0.509999998,,,,
42784021.37,38:49.7,67.77,68,-0.230000004,,,,
42784334.9,38:50.0,313.53,314,-0.469999999,,,,
42784402.7,38:50.0,67.8,67,0.800000004,,,,
42785302.62,38:50.9,899.92,900,-0.080000006,,,,
42785370.4,38:51.0,67.78,68,-0.219999999,,,,
42785853.93,38:51.5,483.53,484,-0.469999999,,,,
42785921.72,38:51.6,67.79,67,0.789999999,,,,
42786271.67,38:51.9,349.95,350,-0.049999997,,,,
42786339.44,38:52.0,67.77,68,-0.230000004,,,,
42786564.52,38:52.2,225.08,225,0.080000006,,,,
42786632.3,38:52.3,67.77999999,68,-0.220000006,,,,
42787586.13,38:53.2,953.83,954,-0.169999994,,,,
42787653.9,38:53.3,67.77,68,-0.230000004,,,,
42787884.02,38:53.5,230.12,230,0.120000005,,,,
42787951.8,38:53.6,67.77999999,68,-0.220000006,,,,
42788326.47,38:54.0,374.67,374,0.670000002,,,,
42788394.25,38:54.0,67.78,68,-0.219999999,,,,
42788465.64,38:54.1,71.39,71,0.390000001,,,,
42788744.09,38:54.4,278.45,279,-0.549999997,,,,
42788811.87,38:54.4,67.77999999,68,-0.220000006,,,,
42789055.08,38:54.7,243.21,243,0.210000001,,,,
42789122.86,38:54.8,67.78,68,-0.219999999,,,,
42789488.03,38:55.1,365.17,365,0.170000002,,,,
42789555.82,38:55.2,67.79,68,-0.210000001,,,,
42789936.18,38:55.6,380.36,380,0.359999999,,,,
42790003.95,38:55.6,67.77,68,-0.229999997,,,,
42792716.66,38:58.4,2712.71,2712,0.709999993,,,,
42792784.44,38:58.4,67.78,68,-0.219999999,,,,
42793011.95,38:58.6,227.51,228,-0.489999995,,,,
42793079.73,38:58.7,67.77999999,67,0.779999994,,,,
42793278.8,38:58.9,199.07,200,-0.93,,,,
42793346.57,38:59.0,67.77,67,0.770000003,,,,
42793417.95,38:59.1,71.38,72,-0.619999997,,,,
42793713.65,38:59.4,295.7,295,0.699999996,,,,
42793781.43,38:59.4,67.78,68,-0.219999999,,,,
42794150.94,38:59.8,369.51,370,-0.490000002,,,,
42794218.72,38:59.9,67.78,67,0.780000001,,,,
42794301.91,38:59.9,83.19,84,-0.810000002,,,,
42806715.85,39:12.4,12413.94,12414,-0.059999995,,,,
42807179.26,39:12.8,463.41,463,0.409999996,,,,
42807247.32,39:12.9,68.06,68,0.060000002,,,,
42807971.8,39:13.6,724.48,725,-0.520000003,,,,
42808034.82,39:13.7,63.02,63,0.020000003,,,,
42808102.88,39:13.7,68.06,68,0.060000002,,,,
42813179.86,39:18.8,5076.98,5077,-0.020000003,,,,
42813247.63,39:18.9,67.77,67,0.770000003,,,,
42813638.03,39:19.3,390.4,391,-0.600000001,,,,
42813705.81,39:19.3,67.78,68,-0.219999999,,,,
42813777.21,39:19.4,71.4,71,0.399999999,,,,
42814363.32,39:20.0,586.11,586,0.109999999,,,,
42814431.1,39:20.1,67.78,68,-0.219999999,,,,
42815783.59,39:21.4,1352.49,1352,0.490000002,,,,
42815851.37,39:21.5,67.77999999,68,-0.220000006,,,,
42816095.32,39:21.7,243.95,244,-0.049999997,,,,
42816163.1,39:21.8,67.78,68,-0.219999999,,,,
42816535.14,39:22.2,372.04,372,0.039999999,,,,
42816602.92,39:22.2,67.78,68,-0.219999999,,,,
42816866.26,39:22.5,263.34,263,0.339999996,,,,
42816934.04,39:22.6,67.78,68,-0.219999999,,,,
42817171.22,39:22.8,237.18,237,0.18,,,,
42817239,39:22.9,67.78,68,-0.219999999,,,,
42817468.54,39:23.1,229.54,229,0.539999999,,,,
42817536.32,39:23.2,67.78,68,-0.219999999,,,,
42817819.14,39:23.5,282.82,283,-0.18,,,,
42817886.92,39:23.5,67.78,68,-0.219999999,,,,
51864351.02,10:10.0,9046464.1,9046473,-8.899999999,,,,
51864418.8,10:10.1,67.77999999,68,-0.220000006,,,,
51865023.44,10:10.7,604.64,605,-0.359999999,,,,
51865089.73,10:10.7,66.29,66,0.289999999,,,,
51865157.5,10:10.8,67.77,68,-0.229999997,,,,
51865227.78,10:10.9,70.28,70,0.280000001,,,,
51870772.81,10:16.4,5545.03,5545,0.030000001,,,,
51906955.92,10:52.6,36183.11,36183,0.109999999,,,,
51907466.37,10:53.1,510.45,511,-0.550000004,,,,
51907534.43,10:53.2,68.06,68,0.060000002,,,,
51908278.71,10:53.9,744.28,744,0.280000001,,,,
51908341.73,10:54.0,63.02,63,0.019999996,,,,
51908409.79,10:54.1,68.06,68,0.060000002,,,,
51909125.71,10:54.8,715.92,716,-0.079999998,,,,
51927212.42,11:12.9,18086.71,18087,-0.289999999,,,,
51927621.13,11:13.3,408.71,408,0.710000001,,,,
51927689.18,11:13.3,68.05,69,-0.950000003,,,,
51928361.49,11:14.0,672.31,672,0.310000002,,,,
51928424.51,11:14.1,63.02,63,0.019999996,,,,
51928492.57,11:14.1,68.06,68,0.060000002,,,,
51929148.85,11:14.8,656.28,656,0.280000001,,,,
51960402.24,11:46.0,31253.39,31254,-0.609999999,,,,
51960808.31,11:46.5,406.07,406,0.07,,,,
51960876.36,11:46.5,68.05,68,0.049999997,,,,
51961694.53,11:47.3,818.17,818,0.170000002,,,,
