bodyparts,RW,RW,RW,LW,LW,LW,RP,RP,RP,PP,PP,PP,LP,LP,LP,Nose,Nose,Nose,HB,HB,HB
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4044,440.0692139,342.1156006,1,436.0348816,678.0648804,0.999999285,418.4107971,436.2492676,1,410.4032288,506.1828918,1,415.6873169,573.0402222,1,426.5180359,429.3138733,0.999997616,469.2655029,472.831604,0.999998689
4045,440.0692139,342.1664429,1,436.0348816,676.6610107,0.999999762,418.8213806,436.1493835,1,410.3919678,506.1996155,1,415.5838623,573.0476074,1,426.5180359,424.9026489,0.999964714,469.4484558,469.5935669,0.999998927
4046,440.0529785,342.2090454,1,436.0348816,676.6610107,0.999999762,418.8679504,435.5396423,1,410.3919678,506.1996155,0.999999881,415.5838623,573.1185303,1,426.0477295,422.0794067,0.999952078,469.4484558,465.9527893,0.999997258
4047,439.9404297,342.2090454,1,436.1394958,676.6610107,0.999999285,418.8679504,435.4544678,1,410.3942871,506.1911316,1,415.7918396,573.199707,1,424.4503174,419.5937805,0.999946356,469.4484558,461.7746887,0.999946952
4048,439.8333435,342.3239136,1,436.1394958,677.3411865,0.999996901,418.8213806,435.4544678,0.999999881,410.3942871,506.1828918,0.999999881,415.9767456,573.203064,1,420.2753601,416.3137512,0.999987602,468.1540833,460.8651123,0.996447265
4049,439.7890625,342.3430786,1,436.1915588,677.4013672,0.999999762,418.3881836,435.162262,0.999999762,410.3871155,506.1104431,0.999999881,415.9640503,573.203064,1,420.0516357,416.3137512,0.99998796,468.1018066,458.5477905,0.997669637
4050,439.6710205,342.3442078,1,436.5077515,677.4013672,0.999999642,418.3881836,435.162262,0.999999881,410.3871155,506.0356445,1,416.1697083,573.2523193,1,419.3586731,416.3137512,0.999956965,466.6838074,457.6492615,0.995202541
4051,439.7890625,342.3430786,1,436.5077515,677.3411865,1,418.3881836,435.2962036,0.999999881,410.3871155,506.0093994,0.999999881,416.025116,573.203064,1,419.2691956,416.6874084,0.999906421,465.7915955,454.9643555,0.997430027
4052,439.7890625,342.3239136,1,436.3534851,677.1664429,1,418.6433411,435.3048401,0.999999881,410.3871155,506.0093994,1,416.025116,573.2786255,1,419.0183411,416.8721313,0.99992013,465.6341553,452.8494873,0.998453975
4053,439.9744263,342.2957458,1,436.5077515,677.1664429,1,419.2115173,435.3048401,1,410.6662598,506.0093994,0.999999881,415.9640503,573.2060547,1,418.5584717,417.7095947,0.999642134,465.6341553,452.6490479,0.995933115
4054,439.9744263,342.1965332,1,436.5077515,677.1664429,1,419.903595,436.0288696,0.999999881,410.6734619,506.2966003,1,415.9543457,573.2786255,1,417.510376,419.7728271,0.999460518,465.0774841,451.8215027,0.975238562
4055,440.0109253,342.1965332,1,436.8359985,677.2531128,0.999999881,419.903595,436.2096558,1,410.6734619,506.2966003,1,415.9343262,573.2952271,1,415.6037292,422.547821,0.971514285,463.5718994,451.2750549,0.990061522
4056,440.0109253,342.1965332,1,436.8359985,677.2531128,0.999999762,419.903595,436.3209839,1,410.6734619,506.4115295,1,415.9343262,573.2952271,1,414.5607605,423.6365051,0.957764387,462.252594,451.2750549,0.999725521
4057,439.9501953,342.2445068,1,436.8359985,677.3102417,0.999998212,419.3004761,436.3499146,1,410.7917175,506.2966003,0.999999881,415.8947449,573.2952271,1,414.3153992,424.6647949,0.266741246,454.214325,451.8215027,0.999373376
4058,439.8969421,342.2445068,1,436.4654846,677.2531128,0.999999762,418.5895691,437.8269043,0.999999642,410.7917175,506.2752075,1,415.8284302,573.3078003,1,405.5193176,428.6123352,0.881945431,443.7584839,456.6501465,0.972094417
4059,439.8421021,342.2445068,1,436.0659485,677.1887817,0.999999881,417.9498596,437.8269043,0.99998951,410.9430847,506.1320801,0.999999762,415.8561707,573.2952271,1,401.8630676,431.0389709,0.997713923,441.3164673,458.4562378,0.772212327
4060,439.8421021,342.2140503,1,434.8103333,677.1887817,0.999969482,417.9498596,437.8417053,0.999976754,411.0301514,506.1105957,0.999999881,415.8947449,573.2421265,1,400.3131714,432.3345337,0.999993443,441.3164673,466.5779419,0.974696696
4061,439.7840881,342.2846069,1,432.9799805,677.3102417,0.999982119,417.578125,894.4506836,0.999992967,411.0301514,506.1105957,0.999999881,415.8947449,572.9217529,1,400.046875,433.6495056,0.999998212,438.1191101,475.2901306,0.99965322
4062,439.7137146,342.2140503,1,432.7773743,676.7285156,0.999995828,417.3280945,895.1792603,0.999998808,411.0301514,506.1105957,0.999999881,416.0908813,572.918457,1,399.3596191,435.1761169,0.999998093,438.1191101,476.7506104,0.999576867
4063,439.6864929,342.2140503,1,432.6512451,676.946228,0.999975562,417.3280945,895.1792603,0.999998808,411.7654419,506.1105957,0.999999881,416.2246094,572.861145,1,399.2522583,435.1761169,0.99999845,438.1191101,476.7506104,0.991900206
4064,439.6584778,342.2510986,1,432.375,677.4641113,0.999972701,417.3504028,895.1792603,0.999998927,411.7654419,506.2204285,0.999999523,416.2246094,572.8423462,1,399.2462769,435.4380493,0.999998689,438.1191101,478.2074585,0.963289678
4065,439.6584778,342.2510986,1,432.375,677.1712646,0.999958515,417.3504028,896.1361694,0.999998927,411.7846985,506.4134216,0.999999166,416.2246094,572.8423462,1,398.9913025,435.4380493,0.999998331,438.1170349,478.2074585,0.901944101
4066,439.6864929,342.0976257,1,432.375,677.1712646,0.999970555,417.3504028,895.1792603,0.999999523,411.7846985,506.2204285,0.999999523,416.2246094,572.7963867,1,398.9913025,435.4746399,0.99999845,438.1170349,478.2074585,0.989338398
4067,439.6016846,342.089447,1,433.2722473,677.1712646,0.999997258,417.9615173,895.1067505,0.999998808,411.7924805,506.4134216,0.999999523,416.2246094,572.7518921,1,398.9913025,436.1203003,0.999988437,438.1170349,482.0173645,0.979168952
4068,439.6254883,342.089447,1,433.3669434,677.1947632,0.999994397,417.9656982,895.1067505,0.999996781,412.2561951,506.4675903,0.999999523,416.2262268,572.7484131,1,398.9913025,436.1203003,0.999995232,438.5942688,482.2619629,0.929822862
4069,439.6254883,342.089447,1,433.3850708,677.1712646,0.999995828,418.9193115,438.0770874,0.999994874,412.2561951,506.4134216,0.999999762,416.2262268,572.7484131,1,398.9344788,437.0047913,0.999995112,439.1094055,483.6730652,0.995006561
4070,439.6016846,342.089447,1,433.8987732,677.1677246,0.999999166,418.9193115,438.0770874,0.999996543,412.4242859,506.0895081,0.999999762,416.2262268,572.7518921,1,399.2630005,436.1203003,0.999996424,439.2417603,483.7729492,0.99309653
4071,439.6016846,342.2155762,1,434.3120728,676.9610596,0.999999762,418.9193115,438.0770874,0.999995828,412.4242859,506.0802612,0.999999523,416.2262268,572.7518921,1,398.9095154,436.1203003,0.999996543,439.2417603,484.1190186,0.996918797
4072,439.6124573,342.2253723,1,434.4021301,676.9610596,0.999999285,418.9316406,438.0770874,0.999997377,412.4229736,506.0641785,0.999999523,416.2262268,572.7994385,1,399.2630005,436.0133667,0.999996662,439.2417603,484.1658325,0.999089837
4073,439.6124573,342.2253723,1,434.4541321,676.9610596,0.999998808,418.9316406,437.8523254,0.999997735,412.3922424,506.0641785,0.999999642,416.2891541,572.8356934,1,399.1289978,436.1499939,0.999989152,439.2417603,484.1658325,0.999380708
4074,439.6409912,342.1010742,1,434.4541321,676.9610596,0.999999046,418.7807312,437.8523254,0.999994516,412.3922424,506.0641785,0.999999642,416.2891541,572.8356934,1,399.2630005,436.1499939,0.999996781,439.7381897,484.3645935,0.999067247
4075,439.7089539,342.2008667,1,435.6346741,677.2318115,0.999999762,418.7807312,437.8523254,0.999998093,412.1091614,506.0641785,0.999999762,416.1606445,572.8675537,1,399.6495056,436.1499939,0.999996185,440.4216614,484.3645935,0.998790443
4076,439.7260437,342.2008667,1,435.6381531,677.2403564,1,418.6312866,438.4175415,0.999996305,411.0395508,506.0641785,0.999999881,415.6306152,572.8797607,1,399.7698059,435.3702087,0.999999046,446.1545715,484.3645935,0.99999404
4077,439.8020325,342.2008667,1,435.8094788,677.5061646,1,418.298645,438.5460205,0.999993324,411.0395508,506.0911865,0.999999881,415.5149841,573.02771,1,400.0875549,437.4339905,0.999999404,450.2871704,483.4006653,0.999997973
4078,439.7260437,342.2008667,1,435.8844604,677.5732422,1,418.2716064,438.5460205,0.999996424,411.0395508,506.0911865,0.999999881,415.4654541,573.0445557,1,400.2556458,437.4217224,0.999998569,452.071228,480.2937317,0.99999845
4079,439.8020325,342.2008667,1,435.8900146,677.5732422,1,417.8041382,438.5460205,0.999998331,410.9549866,506.1363525,0.999999881,415.4654541,573.1115112,1,400.6806641,435.3702087,0.999998927,453.7366028,478.8606873,0.999996424
4080,439.8020325,342.1573792,1,435.9417419,677.6209106,1,418.2716064,438.5460205,0.999997377,410.9549866,506.1363525,0.999999881,415.4654541,573.0445557,1,400.2747498,437.4217224,0.999998808,454.831604,477.2870178,0.999996662
4081,439.8020325,342.1573792,1,436.0079346,677.6209106,1,418.2716064,437.908905,0.999999046,410.9549866,506.0911865,0.999999881,415.6420593,573.1115112,1,400.2747498,437.4339905,0.999999046,457.3569641,476.032135,0.999993205
4082,439.8214111,342.1434326,1,436.1711731,677.5585327,1,418.4742432,437.460083,0.999999046,410.835083,506.0543213,0.999999881,415.7598877,573.1115112,1,400.5924988,437.4217224,0.999996424,458.1140137,475.7415771,0.999996066
4083,439.8675232,342.1573792,1,436.2400513,677.5585327,1,418.5557556,437.4291687,0.999999046,410.835083,505.6672974,1,415.9087524,573.1115112,1,401.1082153,435.6909485,0.999998569,458.8365479,472.842804,0.999997973
4084,439.8675232,342.1573792,1,436.2885132,677.4910278,1,418.7138672,437.4043274,0.999999642,410.835083,505.6419678,1,415.9087524,573.1710815,1,401.8738403,438.6089478,0.999998808,464.2253418,470.8747864,0.99999094
4085,439.8751831,342.1434326,1,436.2885132,677.4910278,1,418.5557556,437.4043274,0.999999642,410.8392639,505.6419678,1,415.9243469,573.1710815,1,401.8738403,438.6089478,0.999998689,464.2253418,470.8747864,0.999997377
4086,439.9440613,342.0639954,1,436.2400513,677.4910278,1,418.6803894,437.4043274,0.999999642,410.9986572,505.6672974,1,416.018219,573.074707,1,401.8738403,438.6089478,0.999998569,464.2253418,470.8747864,0.999997258
4087,439.9440613,342.0639954,1,436.2273254,677.5588989,1,418.6803894,437.4926758,0.999999523,411.078949,505.8123779,1,416.018219,573.0405273,1,399.9280396,440.7012024,0.999996424,462.3941956,471.8427124,0.999988914
4088,439.8868713,342.0639954,1,436.1335754,677.4910278,1,418.3018188,437.8893738,0.999999523,411.1750488,505.8123779,1,416.018219,572.975708,1,399.6322937,441.5605774,0.999986768,460.527832,474.7210999,0.999996305
4089,440.0436401,342.1700745,1,436.0430298,677.5459595,1,418.0995483,437.9279175,0.999999404,411.3391113,505.8504944,0.999999881,415.8392334,572.975708,1,398.8151245,442.1318359,0.999986172,458.8126831,476.3627625,0.999994397
4090,440.1175842,342.212738,1,436.0430298,677.5459595,1,417.7921753,438.0466309,0.999999762,411.4214478,505.8504944,0.999999881,415.8164673,572.9903564,1,398.6006165,442.4280396,0.999981999,454.9302673,480.5400085,0.99999702
4091,440.1088867,342.212738,1,436.0308838,677.6000977,1,417.7921753,438.0466309,0.999998689,411.4214478,505.8504944,0.999999881,415.8164673,572.9587402,1,398.1408691,443.3153381,0.999988675,451.0718079,486.9367981,0.999997735
4092,440.0436401,342.1700745,1,435.8215027,677.5459595,1,417.7921753,438.0466309,0.999999046,411.4468079,505.8504944,0.999999881,415.8392334,572.9587402,1,398.1408691,443.3153381,0.999980211,450.9306335,489.7119751,0.999997377
4093,440.0436401,342.1758423,1,435.8145142,677.6000977,1,417.7921753,438.0466309,0.999998808,411.4214478,505.9810791,0.999999881,415.7117004,572.954834,1,398.1408691,442.6226196,0.99998188,450.4007874,489.8162537,0.999997616
4094,440.0082092,342.1758423,1,435.7636108,677.6759033,1,417.7120667,438.1030884,0.999998927,411.2236328,506.0836182,0.999999881,415.747467,572.923645,1,398.1408691,442.6226196,0.999992847,448.6012268,491.1181335,0.999996305
4095,439.9728088,342.1075439,1,435.7636108,677.6759033,1,416.9227905,895.0975952,0.999998569,411.0168457,506.1957703,0.999999881,415.747467,572.923645,1,398.4573975,441.6672668,0.999997973,446.7289734,491.5988464,0.999996543
4096,439.9511414,342.1498718,1,435.6725464,677.5792847,1,416.9227905,895.0975952,0.999999523,410.8441467,506.1957703,0.999999881,415.747467,572.923645,1,399.651123,439.7531433,0.999998331,446.7289734,491.5988464,0.999995589
4097,439.9511414,342.1758423,1,435.8145142,677.5792847,1,416.9227905,895.0975952,0.999998093,410.8334656,506.1957703,0.999999881,415.747467,572.954834,1,399.966095,438.7884216,0.999999404,446.7289734,491.5988464,0.999996066
4098,439.9728088,342.2688293,1,435.5843811,677.444397,1,416.95047,438.3081055,0.99999845,410.5174866,506.1504517,0.999999881,415.747467,573.0736694,1,401.617981,436.5698547,0.999998331,451.2789612,488.9386292,0.999989271
4099,439.9728088,342.2878723,1,435.6524353,677.444397,1,416.95047,436.4710999,0.999999762,410.4884949,505.8963013,1,415.7600403,573.0800171,1,413.7203979,429.0807495,0.999430716,459.7108765,482.6858826,0.999998331
4100,439.9612122,342.3189697,1,435.6524353,677.444397,0.999999881,416.95047,436.2033691,0.999999881,410.4884949,505.8900452,0.999999881,415.7849731,573.1102295,1,416.6710205,426.3349304,0.999927163,463.5913391,474.8460999,0.999997258
4101,439.9612122,342.3189697,1,435.8733215,677.7784424,0.999999762,416.9368896,436.1585388,0.999999762,410.4884949,505.8610535,0.999999881,415.7600403,573.1494751,1,416.6710205,423.524353,0.999971986,466.3436584,469.1904907,0.999815047
4102,439.8934326,342.3189697,1,435.8733215,677.9091187,0.999999762,416.9093018,436.1585388,0.999999642,410.5704346,505.8610535,0.999999881,415.7849731,573.1494751,1,416.6710205,420.2052917,0.9999789,466.5280762,461.7616882,0.999961615
4103,439.8579407,342.2750244,1,436.5049133,677.9091187,0.999999881,416.7629395,436.2033691,0.999999404,410.6750793,505.8610535,0.999999881,415.9138184,573.2386475,1,415.8476257,416.2771301,0.999968767,468.3417053,459.6043091,0.999979138
4104,439.6763306,342.2535095,1,436.5049133,677.9091187,1,416.7629395,436.4687805,0.999997973,410.8356628,506.1673889,0.999999881,416.0798645,573.1295776,1,414.2323303,413.1114502,0.999984145,468.6253662,457.8050842,0.99996841
4105,439.6188354,342.2535095,1,436.5678101,677.5425415,1,416.9093018,436.797821,0.999997616,410.8356628,506.1673889,0.999999881,416.0289307,573.1295776,1,412.0656128,410.6408691,0.99998951,469.2736511,457.7871094,0.999984264
4106,439.6188354,342.2535095,1,436.5049133,677.5022583,1,417.0011292,436.797821,0.999998689,410.8356628,506.1673889,0.999999881,416.0289307,573.0797729,1,411.5966187,409.1263123,0.999993563,470.9938354,457.697998,0.999992847
4107,439.465271,342.2535095,1,436.3643799,677.5022583,1,417.7024536,436.797821,0.999999285,410.8356628,506.1673889,0.999999881,416.0289307,573.0797729,1,411.4682007,407.6553955,0.999998331,473.3363037,457.2101135,0.999992251
4108,439.6763306,342.393219,1,436.3452148,677.5022583,1,417.7035828,436.4742126,0.999999642,410.8356628,506.2065125,0.999999881,416.120697,573.0797729,1,411.1903992,404.9348145,0.999999046,474.7868042,454.1479797,0.999994993
4109,439.6841736,342.393219,1,436.2823792,677.5321655,1,418.3713989,436.1454163,0.999999642,410.7915955,506.2663879,0.999999881,416.0684204,573.1687012,1,410.6519775,403.3063965,0.999998927,474.7868042,450.4712219,0.99999392
4110,439.6841736,342.3869019,0.999999881,436.2823792,677.5022583,1,418.3713989,435.9117432,0.999999285,410.7915955,506.2663879,1,416.120697,573.1687012,1,410.2203369,399.7451172,0.999994874,474.7868042,446.1294861,0.999978662
4111,439.507782,342.393219,0.999999881,436.2276001,677.3911743,1,418.3713989,434.8976746,0.999999762,410.7915955,506.2663879,1,416.120697,573.1687012,1,408.1393738,392.1475525,0.999952793,472.0440979,440.4938049,0.999968529
4112,439.6196899,342.5033569,0.999999762,436.2276001,677.3911743,1,418.3713989,434.8976746,0.999997497,410.7915955,506.4291687,1,416.1962891,573.1537476,1,405.4579468,386.0531921,0.999994874,470.2851563,434.2563171,0.999992132
4113,439.6196899,342.3975525,0.999997377,436.2164307,677.37677,1,418.6072083,434.8976746,0.999997377,410.7915955,506.2984009,1,416.0684204,573.1470337,1,402.1243286,375.4729004,0.999997139,470.2851563,425.030365,0.999848247
4114,439.6196899,342.5033569,0.99999702,436.2164307,677.2507324,1,418.3707581,436.0316772,0.999999881,410.8849487,506.2984009,1,415.9677124,573.1244507,1,402.1243286,373.0517578,0.999995351,470.2851563,416.125885,0.99999094
4115,439.6476135,342.5252686,0.999997854,436.2164307,677.2507324,1,418.184967,436.0316772,1,410.8849487,506.2984009,1,415.9677124,573.1244507,1,402.1243286,372.5417786,0.999996781,472.5378723,413.067627,0.999997854
4116,439.7238464,342.6300659,0.999991417,436.3930969,677.2756348,1,418.4821472,436.0316772,1,410.8849487,506.2984009,1,415.9677124,573.1244507,1,402.2427368,372.0924988,0.999994755,473.0065308,407.9700928,0.999993801
4117,439.7238464,342.6300659,0.999992132,436.3930969,677.2756348,0.999999881,418.4350586,435.6723328,1,410.7436218,505.8191528,0.999999881,415.8991699,573.1470337,1,402.7033997,369.918396,0.999451578,474.7723389,402.5570679,0.999998689
4118,439.7238464,342.6300659,0.99999702,436.3930969,677.2756348,0.999997973,418.4350586,435.4862366,1,410.7436218,505.7791748,1,415.8991699,573.1244507,1,402.8233337,367.6507568,0.999837518,474.7723389,402.2836609,0.999994874
4119,439.7238464,342.4478149,0.999998331,436.2609253,677.4620972,1,418.4821472,435.4862366,1,410.7436218,505.7791748,1,416.0562439,573.0933228,1,405.5566711,367.6507568,0.999997616,474.7723389,402.2836609,0.999993443
4120,439.8154602,342.40979,0.999998331,436.0340881,677.4620972,1,418.4821472,435.5770264,0.999999762,410.8658142,505.7791748,1,416.2538757,572.9175415,1,409.0056152,367.6507568,0.999995828,475.33255,402.2836609,0.999990225
4121,439.9894714,342.3991699,0.999997854,436.0340881,677.4831543,1,418.4350586,435.5770264,0.999999762,410.8658142,505.6208191,0.999999881,416.2908936,572.9175415,1,414.459137,374.113739,0.999997735,478.4022827,406.5086975,0.999983788
4122,440.056366,342.3364868,0.999998808,436.0340881,677.4831543,1,417.9417725,435.4862366,0.999999642,410.8658142,505.6208191,1,416.3511047,572.9175415,0.999999881,422.3188171,379.0469055,0.999985814,483.4339294,415.0968933,0.999981284
4123,440.056366,342.2271729,0.999999642,436.1186829,677.4831543,1,417.7850342,435.4611816,0.999999881,410.9052124,505.9330444,1,416.2908936,573.1625977,0.999999881,430.1495972,384.7438354,0.999998212,490.9449463,420.1275635,0.999991655
4124,440.056366,342.1870422,0.999999881,436.1186829,677.4831543,1,417.7850342,435.2210693,1,411.0480957,505.9552917,0.999999881,416.2908936,573.2432251,1,433.5104065,391.9809875,0.999999404,499.2763977,425.758606,0.999998212
4125,439.9326172,342.1870422,1,436.7019043,677.1994629,1,417.9417725,435.1386108,1,411.1356812,505.9786377,1,416.2528992,573.2653198,1,433.5104065,401.6867371,0.999999762,499.7791138,427.1968384,0.999999285
4126,439.9326172,342.1870422,1,436.8586426,677.0938721,1,417.9417725,435.1386108,1,411.1356812,506.0901489,1,416.2528992,573.2432251,1,433.5104065,412.7601013,0.999999881,499.7791138,427.1968384,0.999999285
4127,439.9326172,342.2161255,1,437.2695923,677.0938721,0.999998212,417.9436646,435.2210693,1,411.1356812,506.0901489,1,416.0943604,573.1625977,1,433.1085205,420.3531799,1,499.7791138,427.1968384,0.999999642
4128,440.0725403,342.2726135,1,437.2695923,677.0938721,0.999997497,417.9436646,435.2901306,1,411.0549316,506.0948181,1,415.9562683,573.039856,1,432.6470337,423.2810974,0.999999881,498.9919434,423.9100952,0.999999046
4129,440.1712341,342.3652344,1,437.2695923,677.0938721,0.999982953,417.5651855,435.4611511,1,410.8874207,506.0948181,1,415.7737122,573.039856,1,431.5497742,425.1167603,0.999999642,495.9013672,420.7041626,0.999998808
4130,440.1712341,342.352417,1,436.3811035,677.1696777,1,417.5651855,435.5164185,1,410.427887,506.0410156,1,415.7737122,573.0355225,1,430.9389343,428.8419189,0.999999881,491.7697754,415.8381958,0.999997258
4131,440.1712341,342.3835449,1,436.3811035,677.2286377,1,417.6844788,435.671875,1,410.427887,505.7988281,0.999999881,415.7737122,573.039856,0.999999762,428.6845398,431.7750854,0.999999762,486.839386,411.1396484,0.999998927
4132,439.2263794,342.3841248,1,436.1386719,677.1696777,1,417.6844788,435.8021851,1,410.427887,505.7233582,0.999999881,415.8059998,573.0516968,1,426.5291748,434.4224548,0.999994755,484.8308411,411.1396484,0.999999523
4133,439.2263794,342.3835449,1,436.1508179,677.1696777,1,418.4136658,435.987854,1,410.9667358,505.7204285,0.999999881,415.8059998,573.0516968,1,426.5291748,435.7773438,0.30737552,484.8308411,411.1396484,0.999998569
4134,439.2263794,342.352417,0.999999642,436.1386719,677.1641846,1,418.4136658,436.1984558,0.999994636,411.0543823,505.7204285,1,415.8059998,573.0516968,1,426.5291748,437.9276123,0.990221024,484.8308411,417.1795349,0.999998569
4135,439.4475403,342.1915894,0.999999881,436.1145935,677.1641846,1,418.4136658,436.1984558,1,411.0543823,505.7204285,1,415.8059998,573.0516968,1,429.5755615,439.2287903,0.999983907,494.1400452,426.5150146,0.999998212
4136,439.8925781,342.1915894,1,436.084137,677.1438599,1,418.1407471,436.1984558,0.999999523,410.9667358,505.7233582,1,415.7829285,573.0516968,1,430.2030334,442.4638672,0.999999404,494.1400452,429.5379028,0.999999762
4137,439.8925781,342.1915894,1,436.0739746,677.15802,1,417.7345276,436.0692749,0.999999881,410.7510071,505.7302551,1,415.7829285,573.1147461,1,430.2030334,445.9269714,0.999855161,494.1400452,429.5379028,0.999999523
4138,439.8925781,342.2979736,1,436.0739746,677.15802,1,417.7345276,435.7645264,1,410.7510071,505.7302551,0.999999881,415.9064026,573.1147461,1,430.2030334,456.3734131,0.998370469,493.3813782,429.5379028,0.999994636
4139,439.2095947,342.4993591,1,436.0739746,677.15802,1,417.7345276,435.4277039,1,410.6318054,505.7166748,0.999999881,415.9064026,572.944397,1,429.4256287,458.5785522,0.997211277,484.1540222,427.6223755,0.999997854
4140,438.9367065,342.5144043,0.999999881,436.0739746,677.1438599,1,417.7940674,435.7430725,1,410.6318054,505.7166748,0.999999762,415.9064026,572.944397,1,428.1604309,463.9617004,0.999975204,475.7408447,427.6223755,0.999999285
4141,438.9367065,342.5144043,1,436.132843,677.0328979,1,417.8269043,435.7430725,1,410.6532593,505.7147522,1,416.0357666,572.944397,1,426.9160461,469.8858337,0.99957341,472.8816223,427.6223755,0.999998927
4142,438.9367065,342.4993591,1,436.1629639,677.0270386,1,417.9647522,435.7430725,1,410.882019,505.7147522,1,416.0357666,572.7868652,0.999999285,424.5495911,474.434845,0.888841689,472.8816223,432.0670166,0.99999845
4143,439.2496338,342.2983704,1,436.2624817,676.975647,1,417.9647522,435.7430725,1,411.0399475,505.7166748,0.999999881,416.0726624,572.7868652,0.999995828,424.5495911,477.7075806,0.713794589,472.8816223,439.8898315,0.999997973
4144,439.3720703,342.1929626,1,436.3051453,676.975647,1,417.9647522,435.9028015,1,411.3106995,505.8797302,0.999999881,416.250885,572.7905273,1,426.8571472,483.8430176,0.999998808,482.4618225,450.5349121,0.999999166
4145,439.5056458,342.1929626,1,436.3594971,676.975647,1,418.0747986,436.2234192,1,411.3106995,506.0593567,0.999999881,416.0726624,572.9500732,1,426.8571472,487.8871155,0.999998569,485.20401,453.2933044,0.999992728
4146,439.7481384,342.2983704,1,436.3051453,677.0697632,1,418.0747986,436.2492065,1,411.3106995,506.0914612,0.999999881,416.1236572,572.9500732,1,427.3261414,489.3000488,0.999993324,485.20401,467.0791931,0.998279095
4147,439.7481384,342.4151611,1,436.2624817,677.1435547,1,418.0936584,436.2492065,1,411.3106995,506.0914612,0.999999881,416.250885,572.9831543,1,428.4299622,497.0016479,0.999990702,485.20401,483.6373596,0.996429622
4148,439.7544556,342.4151611,1,436.006897,677.2728271,1,418.1856384,436.2492065,1,411.2148132,506.4531555,0.999999881,416.250885,573.0145264,1,428.4299622,503.3164673,0.999995708,483.8652954,496.0297852,0.990602493
4149,439.7544556,342.4151611,1,436.006897,677.2728271,1,418.1856384,436.2267761,1,411.2148132,506.4531555,0.999999762,416.2140198,572.9831543,1,428.4299622,508.4838867,0.999999166,480.773407,502.3398132,0.999891758
4150,439.8655396,342.4136047,1,435.8802795,677.2801514,1,418.0827332,436.2267761,1,411.3879395,506.4531555,0.999999523,416.3791199,572.9831543,1,426.0961609,508.5799255,0.999999881,480.773407,506.7898865,0.995837092
4151,439.8655396,342.3951111,1,436.006897,677.2801514,1,418.0827332,435.9790344,1,411.3879395,506.3989563,0.999999404,416.4116516,573.0145264,1,426.0961609,509.070282,0.999999881,480.4180298,507.7833862,0.999996662
4152,439.8729248,342.3400574,1,436.1455688,677.3035278,1,418.0827332,435.9654541,1,411.3353271,506.3989563,0.999999523,416.4116516,573.0369873,1,426.0961609,509.1944885,0.999999642,480.4490967,508.0104065,0.999994874
4153,439.8729248,342.3400574,1,436.1455688,677.3035278,1,418.0190735,435.9654541,1,411.3353271,506.331543,0.999999523,416.4243469,572.9934692,1,426.4294739,509.5070801,0.999999404,480.4490967,508.0299072,0.999995112
4154,439.8729248,342.3863831,1,435.8864136,677.3551025,1,418.0827332,435.9654541,1,411.3353271,506.310791,0.999999642,416.4806824,572.9934692,1,426.5364685,510.3526306,0.999999285,480.4180298,508.1961365,0.999996781
4155,439.8016052,342.3400574,1,435.8864136,677.3551025,1,417.921814,436.1345825,1,411.2961121,506.310791,0.999999762,416.4243469,573.0131836,1,430.602417,518.5025635,0.999998808,477.6296997,514.706604,0.999569356
4156,439.8016052,342.3863831,1,435.8864136,677.3551025,1,418.1598206,436.1345825,1,411.318634,506.2058105,0.999999881,416.4243469,572.9934692,1,430.602417,531.4581299,0.999985576,476.18573,522.203064,0.999782622
4157,439.7918091,342.3863831,1,435.869873,677.2954712,1,417.9919434,436.1938782,1,411.318634,506.0298462,0.999999881,416.3373108,572.9934692,1,430.602417,536.647522,0.999938011,476.18573,528.550293,0.999930382
4158,439.7918091,342.3863831,1,435.869873,677.2824707,1,417.9919434,436.1345825,1,411.318634,506.0108032,0.999999881,416.3373108,573.0131836,1,430.2661438,537.4886475,0.999979019,476.18573,532.5232544,0.99992907
4159,439.7983093,342.5371704,1,435.9158936,677.2824707,1,417.990448,436.1007385,1,411.1743774,506.0298462,0.999999881,416.2825012,573.0294189,1,429.6143188,541.2227783,0.999991417,476.7619629,536.7920532,0.999995947
4160,439.7615051,342.5371704,1,435.9728088,677.2824707,1,417.990448,436.0196838,1,411.318634,506.0298462,0.999999881,416.2825012,573.121521,1,428.8787231,543.692688,0.99999702,476.7619629,541.4042358,0.999996662
4161,439.7720947,342.4533997,1,435.9518738,677.0985718,1,417.7839661,436.000946,1,411.1904602,506.0298462,0.999999881,416.1582642,573.1325684,1,428.7907104,543.77948,0.999997616,476.7619629,542.7209473,0.999998093
4162,439.7720947,342.5371704,1,435.9728088,676.9832764,1,417.7791138,436.000946,1,411.1904602,506.0136108,0.999999881,416.104248,573.2475586,1,426.3127136,543.77948,0.999992132,474.6171875,544.8762207,0.999996543
4163,439.7720947,342.4533997,1,436.021698,676.9832764,1,417.7791138,436.0196838,1,411.1904602,506.0136108,0.999999881,416.0345154,573.2475586,0.999999881,422.2666321,543.692688,0.999997854,470.9151611,544.8762207,0.999997973
