bodyparts,RW,RW,RW,LW,LW,LW,RP,RP,RP,PP,PP,PP,LP,LP,LP,Nose,Nose,Nose,HB,HB,HB
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
9116,440.405304,342.3744507,1,436.4135437,677.0118408,1,418.3485107,435.1976929,1,411.0899963,506.0353088,1,416.0890198,572.932251,1,454.202179,338.2782288,1,505.2846069,362.6571045,0.999998927
9117,439.4730835,342.1648254,0.999999881,436.4075928,677.0186768,1,418.1839905,435.3274536,1,411.0933838,506.0466919,1,416.0890198,572.9702148,1,454.202179,338.5555725,0.999999881,505.2846069,362.6571045,0.999998927
9118,439.4730835,342.1963501,0.999999881,436.4135437,677.0186768,1,418.1839905,435.4725342,1,411.1812744,506.0466919,0.999999881,416.1584778,572.9702148,1,457.3778992,339.5675964,0.999999881,508.4482117,367.7241516,0.999999166
9119,439.7673645,342.1825867,0.999999881,436.4818726,677.0552979,1,418.1839905,436.2489624,1,411.1812744,506.0503845,1,416.1584778,573.0250244,1,460.9117737,340.5417175,0.999999881,511.3850403,367.7241516,0.999999404
9120,439.4820557,342.1825867,0.999999881,436.4126282,677.0552979,1,418.1839905,436.2489624,1,411.2310486,506.0628662,1,416.0890198,573.0250244,1,463.8928223,342.4402771,0.999999881,512.6015015,367.7241516,0.999999404
9121,438.8014221,342.1963501,0.999999881,436.4126282,677.0552979,1,418.1495361,436.2489624,1,411.2191467,506.0628662,1,415.9328003,573.0941162,1,464.4471741,343.4343567,0.999999881,512.6015015,366.9320374,0.999999166
9122,438.8014221,342.1963501,0.999999881,436.4126282,677.0244751,1,418.1495361,435.9262695,1,411.2667542,506.0628662,0.999999881,415.9070129,573.0941162,1,464.8927307,344.7189636,0.999999881,512.6015015,364.0559692,0.999999046
9123,438.9464111,342.1973267,1,436.3600159,677.0244751,1,418.1495361,435.783783,1,411.2191467,506.0628662,1,415.9070129,573.0941162,1,465.1459961,345.2621765,0.999999881,512.6802979,364.0559692,0.999997854
9124,438.9464111,342.1973267,0.999999881,436.3600159,677.0244751,1,418.1495361,435.4396973,1,411.2518005,506.0628662,1,415.9070129,573.0377808,1,466.0150452,345.2770386,0.999999881,512.6802979,364.0559692,0.999999046
9125,438.9464111,342.1973267,0.999999881,436.3461609,677.0388184,1,418.2955017,435.783783,1,411.2518005,506.0586243,1,415.9070129,572.9874268,1,468.5899353,345.7688904,0.999999881,514.0985107,365.8714294,0.999999404
9126,439.8872375,342.2290344,0.999999762,436.3461609,677.1001587,1,418.4794617,435.783783,1,411.2518005,506.0910034,0.999999881,415.8948975,572.9156494,1,469.5581665,345.8190613,0.999999881,514.664856,368.5768738,0.999999642
9127,440.1562195,342.2432251,0.999999881,436.3461609,677.1001587,1,418.5152588,435.4396973,1,411.2252502,506.0586243,1,415.8948975,572.9156494,1,470.4410706,346.0780945,0.999999881,514.7531128,368.8890991,0.999999642
9128,440.5146484,342.2290344,0.999999881,436.2838135,677.163208,1,418.5262451,435.4009094,1,411.2518005,506.0910034,1,415.8948975,572.940918,1,470.5432129,347.3399048,0.999999881,515.1781616,369.7930908,0.999999762
9129,440.5595703,342.2498474,0.999999881,436.2838135,677.1001587,1,418.5262451,435.9419861,1,411.2252502,506.2803955,1,415.9644775,572.8942871,1,470.9551086,348.7684326,0.999999881,515.5115967,370.5990601,0.999999881
9130,440.5595703,342.2498474,0.999999881,436.2792664,677.2105103,1,418.5262451,435.4813232,1,411.2252502,506.2803955,1,415.9644775,572.9324341,1,471.503479,349.079895,0.999999762,515.5150146,370.8679504,0.999999881
9131,440.7073975,342.2618713,0.999999881,436.2792664,677.1845093,1,418.5262451,435.4009094,1,411.2234192,506.151825,1,416.0244751,572.9324341,1,471.503479,349.4704895,0.999999881,515.5150146,371.0404358,0.999999762
9132,440.7472839,342.2568665,0.999999881,436.2792664,677.1845093,1,418.5262451,435.4813232,1,411.2234192,506.151825,0.999999881,416.0603333,572.8713989,1,471.503479,349.5372009,0.999999762,515.5150146,371.0404358,0.999999762
9133,440.7472839,342.2568665,0.999999881,436.2457886,677.1333008,1,418.2766724,435.4813232,1,411.2233582,506.151825,1,416.0603333,572.8713989,1,470.4083862,350.2947693,0.999999881,514.4163208,371.0404358,0.999999881
9134,440.7472839,342.2568665,1,436.1765747,677.1758423,1,418.2533569,435.4813232,1,411.2233582,506.145752,1,416.0603333,572.8881836,1,469.4645691,351.5534058,0.999999762,514.4163208,369.8919678,0.999999642
9135,440.7472839,342.2568665,1,436.1765747,677.1333008,1,418.2098694,435.4893799,1,411.1251221,506.0576172,1,416.0629578,572.8881836,1,469.1943665,353.7753296,0.999999881,513.8835449,369.82901,0.999999762
9136,440.7472839,342.2568665,1,436.1765747,677.119812,1,418.2098694,435.4893799,1,411.0614929,506.0576172,1,416.0629578,572.8917236,1,469.1163025,355.1447754,1,513.6327515,369.5769043,0.999999762
9137,440.8837891,342.1529846,1,436.2299805,677.0060425,1,418.2511597,435.3822937,1,411.0151062,505.9737244,1,416.0836792,572.9146729,1,465.0373535,356.1268005,0.999999881,513.1981201,368.0457458,0.999997973
9138,441.0664063,342.1404419,0.999999881,436.2704773,677.119812,1,418.0352783,435.4126282,1,411.0151062,505.9654541,0.999999881,416.0836792,572.9359131,1,461.4468689,356.6235657,0.999999642,508.204895,364.2589417,0.999997973
9139,441.5705566,342.1993408,0.999999881,436.2809143,677.119812,1,418.1100769,435.4126282,1,411.1181641,505.9654541,1,416.0017395,572.9359131,1,460.462738,357.8395081,0.999999762,507.7549744,364.2589417,0.999997139
9140,441.5705566,342.1993408,0.999999881,436.2704773,677.0385742,1,418.2511597,435.4126282,1,411.1181641,505.9470825,1,415.9506226,572.9141235,1,460.1847839,357.8395081,0.999999762,507.5262146,364.2589417,0.999997497
9141,441.8457642,342.1993408,1,436.2809143,677.0385742,1,418.2511597,435.5131531,1,411.1181641,505.9470825,1,415.9506226,572.9141235,1,459.8217773,357.4049988,0.999999642,507.5262146,367.1798401,0.999994755
9142,441.8457642,342.3602295,1,436.2809143,677.0385742,1,418.2156982,435.9012756,1,411.1614685,505.9654541,1,415.9506226,572.9099121,1,459.8217773,356.6413269,0.999999523,507.5262146,371.4330444,0.999994993
9143,441.8457642,342.4031677,0.999999881,436.2809143,677.0385742,1,418.2156982,435.9012756,1,411.1803589,505.974884,1,415.9614258,572.9099121,1,459.6437683,356.6413269,0.999999881,507.5081177,371.4330444,0.999999404
9144,441.7445374,342.4169922,0.999999881,436.2753906,677.0385742,1,418.2156982,435.9012756,1,411.1803589,505.974884,1,415.9614258,572.869751,1,454.2861023,356.1291504,1,503.773407,371.4330444,0.999999523
9145,441.4090271,342.528656,0.999999762,436.3318481,677.0168457,1,418.1248169,435.8518372,1,411.162323,506.0778503,0.999999881,416.0110779,572.869751,1,452.6661072,355.451416,1,500.7547302,368.3338928,0.999999762
9146,439.1871948,342.528656,0.999999881,436.3318481,677.0168457,1,418.1248169,435.8518372,1,411.1803589,506.0778503,1,416.0110779,572.869751,1,450.8616333,355.451416,1,499.6357727,365.2780762,0.999999762
9147,438.6889954,342.528656,0.999999881,436.3432617,677.0696411,1,418.0280151,435.8518372,1,411.162323,506.0892944,1,416.0110779,572.869751,1,450.7213745,355.451416,1,499.5333862,363.3994751,0.999999881
9148,438.0812378,342.0145569,0.999999762,436.3930054,677.0371704,1,418.0280151,435.8204651,1,411.162323,506.0892944,0.999999881,416.0503845,572.869751,1,448.0534363,355.5858154,0.999999881,494.6026611,361.1438904,0.999997735
9149,438.0812378,342.0145569,0.999999404,436.3930054,677.0168457,1,418.219574,435.3434143,1,411.162323,506.0778503,1,416.0503845,572.8909912,1,448.0534363,356.0675049,0.999999881,494.6026611,361.1438904,0.999999523
9150,437.7556458,341.8082581,0.999999166,436.4202881,677.0371704,1,418.219574,435.3434143,1,411.1787415,506.0892944,1,415.9362793,572.8909912,1,448.0534363,356.0675049,0.999998927,494.6026611,361.1438904,0.999998331
9151,437.4608154,341.7750549,0.999999404,436.3930054,677.0371704,1,418.219574,435.3434143,1,411.1564331,506.1083374,1,415.9362793,572.9365234,1,447.1280823,356.0675049,0.995711565,495.4308472,363.9117737,0.999998927
9152,437.4608154,341.6611023,0.999998331,436.4202881,677.024353,1,418.219574,435.3434143,1,411.1564331,506.1412659,1,415.9362793,572.8927612,1,447.1280823,355.2990417,0.99996531,495.4308472,366.688446,0.999999762
9153,437.4608154,341.8082581,0.999998689,436.3418884,676.9904785,1,418.219574,435.4877625,1,411.1564331,506.1412659,1,415.9362793,572.8909912,1,447.6376953,354.6347961,0.999999881,495.4485168,366.688446,0.999999404
9154,436.6051331,341.8082581,0.999999404,436.4202881,677.024353,1,418.6329956,435.4998169,1,411.1756592,506.1412659,1,415.9469299,572.8494263,1,447.3377686,354.07724,0.999999881,497.7821045,367.7582397,0.999996185
9155,436.6051331,342.289978,0.999999762,436.4620972,677.024353,1,418.6329956,435.5104065,1,411.1564331,506.0454102,1,415.9469299,572.8927612,1,447.3377686,351.7261353,0.999999762,497.9795227,367.7582397,0.999995232
9156,436.6051331,342.289978,0.999999762,436.4620972,677.024353,1,418.174408,435.5104065,1,411.1756592,506.0454102,1,415.9371948,572.8651123,1,447.6376953,351.7261353,0.999999881,497.9795227,367.7582397,0.999999166
9157,437.3723145,342.4631653,0.999999881,436.3418884,677.0704346,1,418.174408,435.4937439,1,411.1756592,505.9749451,0.999999762,415.9469299,572.8651123,1,449.408844,351.2933044,0.999999881,500.4199829,369.9650269,0.999999642
9158,438.255249,342.5661926,1,436.2550354,677.0704346,1,418.174408,435.5104065,1,410.9808655,505.9749451,0.999999881,415.9371948,572.8651123,1,451.7693481,351.1415405,0.999999881,504.3448792,377.1254883,0.999994755
9159,438.6802063,342.5645752,1,436.2550354,677.1022339,1,418.174408,435.5104065,1,410.9808655,505.8910828,0.999999762,415.8969116,572.9078369,1,451.7693481,351.1415405,0.999999881,504.3448792,379.8459473,0.999997497
9160,438.6802063,342.5645752,1,436.2550354,676.9071655,1,418.2018433,435.534729,1,411.1479187,505.8910828,0.999999881,415.9371948,572.8651123,1,451.7693481,350.0904541,1,504.3448792,379.8459473,0.999998927
9161,438.255249,342.5645752,1,436.3395386,677.1022339,1,418.2018433,435.6478271,1,411.0512085,505.8910828,0.999999762,415.9999084,572.8254395,1,450.2002563,348.9006348,1,504.5900879,379.8459473,0.999999523
9162,437.765625,342.5645752,0.999999881,436.3640747,677.1771851,1,418.2099304,435.6514587,1,411.0512085,506.1054688,0.999999642,415.9266052,572.8254395,1,449.0216675,345.6857605,0.999999881,504.5900879,376.8190308,0.999999404
9163,437.765625,342.5534363,0.999999881,436.3640747,677.1771851,1,418.2099304,435.6478271,1,411.1109924,506.1097412,0.999999881,415.9266052,572.930481,1,449.0216675,342.6895142,1,504.5900879,376.8190308,0.999998569
9164,437.765625,342.3638306,0.999999881,436.3876648,677.0771484,1,418.2099304,435.6532288,1,411.1109924,506.1097412,0.999999881,415.9999084,572.8741455,1,449.0216675,342.619873,0.999999881,504.7350159,376.3283997,0.999997377
9165,437.8710022,342.3146057,1,436.3876648,677.1744995,1,418.2664185,435.6532288,1,411.0512085,506.1097412,0.999999881,415.9266052,572.8741455,1,449.5311584,340.4152832,1,505.3200073,375.4049988,0.999997497
9166,438.2602234,342.2765808,0.999999881,436.2177124,677.0771484,1,418.2994385,435.6325684,1,411.0134277,505.6553955,0.999999762,415.7540588,572.8899536,1,449.7883606,338.3768311,1,505.3200073,375.4049988,0.999998212
9167,438.2602234,342.1995544,1,436.1135254,677.055542,1,418.2664185,435.6135254,1,411.0134277,505.6553955,0.999999642,415.7540588,572.8899536,1,449.7883606,338.1062622,0.999999881,505.3200073,372.7628174,0.999999285
9168,438.2602234,342.1995544,1,436.2177124,677.0771484,1,418.2664185,435.4502563,1,411.0134277,505.6553955,0.999999523,415.8276672,572.8741455,1,449.7883606,337.7922668,1,505.0315247,372.7628174,0.999999404
9169,438.2528076,342.2765808,1,436.2177124,677.1094971,1,418.2664185,435.4502563,1,411.0134277,505.7870178,0.999999642,415.8276672,572.7705078,1,449.7883606,337.7922668,0.999999881,505.0315247,372.7628174,0.999999762
9170,438.2528076,342.4362183,1,436.2218323,677.055542,1,418.1821899,435.4502563,1,411.0782471,505.7870178,0.999999762,415.8860168,572.7705078,1,449.887207,338.1062622,0.999999881,505.0315247,373.2402344,0.999999404
9171,438.2528076,342.4651184,1,436.3002319,677.055542,1,418.112854,435.4755249,1,411.0782471,505.7870178,0.999999762,415.8860168,572.7705078,1,451.0354309,338.1062622,1,505.5881348,373.2402344,0.999998689
9172,438.915863,342.4651184,1,436.3002319,677.1094971,1,418.112854,435.5679321,1,411.0782471,505.7870178,0.999999762,415.8605347,572.7705078,1,451.0354309,337.7922668,0.999999881,505.5881348,373.2402344,0.999999046
9173,438.915863,342.5380859,1,436.3002319,677.0474854,1,418.112854,435.5679321,1,411.0782471,505.7870178,0.999999881,416.0009155,572.7758789,1,451.0354309,337.5543213,1,505.5881348,370.9308167,0.999999642
9174,439.2320557,342.5380859,1,436.2984314,677.0474854,1,418.112854,435.5223999,1,411.0782471,505.8998108,0.999999881,415.8802185,572.8312988,1,451.0354309,337.5543213,0.999999881,505.5881348,370.9308167,0.999999642
9175,439.4057007,342.4651184,1,436.2984314,677.168396,1,418.631897,435.4755249,1,411.0100098,505.9295654,1,415.8802185,572.8460083,1,451.0354309,337.5543213,1,505.5881348,370.9308167,0.999999642
9176,439.528595,342.270813,1,436.2984314,677.168396,1,418.631897,435.2554626,1,411.3132324,505.937561,1,416.0632629,572.8312988,1,452.0122375,338.6437073,1,506.6843262,371.841217,0.999999642
9177,440.155365,341.930542,0.999999881,436.3373413,677.168396,1,418.631897,435.2413635,1,411.3132324,505.9295654,0.999999881,416.0632629,572.8312988,1,458.0907593,339.5401001,0.999999881,508.6605835,376.925293,0.99999845
9178,440.5800781,341.930542,0.999999881,436.4041748,677.168396,1,418.4125671,435.234314,1,411.0100098,505.8998108,0.999999881,415.9187012,572.8500366,1,461.6185913,341.9770813,0.999999881,510.1917114,377.0119019,0.99999845
9179,440.5800781,341.930542,0.999999881,436.4041748,677.2004395,1,418.3428955,435.234314,1,410.9779968,505.7946472,0.999999881,416.0297241,572.8204346,1,463.108551,343.546875,0.999999762,510.1930237,377.0119019,0.999998689
9180,440.2007751,342.0374756,0.999999881,436.3373413,677.2004395,1,418.275116,435.2413635,1,410.8810425,505.7946472,0.999999881,415.9790039,572.7997437,1,464.6903992,343.8021851,0.999999881,510.4655151,378.2076721,0.999997377
9181,440.2662964,342.0566101,0.999999881,436.3722839,677.2004395,1,418.2557678,435.234314,1,410.8810425,505.7946472,0.999999881,415.9790039,572.8204346,1,466.3741455,343.8560791,1,511.3825378,378.2076721,0.99999845
9182,440.2662964,342.0566101,0.999999881,436.3722839,677.1671143,1,418.0761108,435.0415955,1,410.8810425,505.7750549,0.999999881,415.9790039,572.8425293,1,467.2293091,344.2773438,1,512.0298462,378.2076721,0.999999166
9183,440.2662964,342.0566101,0.999999881,436.2005615,677.1671143,1,418.275116,434.9459534,1,410.9717102,505.7750549,0.999999881,415.9790039,572.8187256,1,467.452301,344.3710022,1,512.5761108,378.6664734,0.999999523
9184,440.2662964,342.0566101,0.999999881,436.3722839,677.1671143,1,418.0966492,434.9459534,1,411.0381775,505.7990417,1,415.9709167,572.8425293,1,468.5505371,344.5257263,0.999999881,512.7768555,378.9589844,0.999999642
9185,440.4917297,342.0566101,0.999999881,436.4154663,677.1282349,1,418.0966492,434.9003601,1,411.0381775,505.7750549,1,415.9493408,572.8945923,1,468.5505371,344.7789307,1,512.9718628,379.0102539,0.999999762
9186,440.5697937,342.0784912,0.999999881,436.4154663,676.9155273,1,418.292572,434.7401123,1,411.0381775,505.7750549,1,415.9493408,572.9970093,1,468.6656799,344.9734497,1,513.1983032,379.063446,0.999999642
9187,440.5697937,342.2147217,0.999999881,436.236084,676.9113159,1,418.292572,434.7401123,1,411.0381775,505.7966614,1,415.9493408,572.8945923,1,468.9775391,345.4854431,1,513.3127441,379.5663757,0.999999762
9188,440.6097107,342.3546143,0.999999762,436.4135132,676.9091187,1,418.0966492,434.9754944,1,411.0381775,505.7966614,1,415.9493408,572.8945923,1,469.6743774,345.9898987,0.999999881,513.7625122,381.6378174,0.999999642
9189,440.6097107,342.3546143,0.999999881,436.3281555,676.9091187,1,417.8675842,435.1544495,1,411.2510071,505.7966614,1,415.9493408,572.8945923,1,470.8671875,347.1116333,1,514.6364746,383.9627991,0.999999523
9190,440.5697937,342.3546143,0.999999881,436.3012085,676.90802,1,417.8246155,435.2297668,1,411.2510071,505.8607788,0.999999881,415.7221069,572.9970093,1,472.0704346,347.2858887,0.999999881,515.7578125,385.4642639,0.999999881
9191,440.2215881,342.3441467,0.999999881,436.3281555,676.9091187,1,417.8246155,435.2297668,1,411.3781738,505.9456482,0.999999881,415.7221069,573.0075684,1,474.2600098,347.6816101,0.999999642,516.3345337,386.7370605,0.999999881
9192,440.1732483,342.3441467,0.999999881,436.3281555,676.8902588,1,417.8246155,435.2297668,1,411.2510986,505.9456482,0.999999762,415.9666138,573.0075684,1,476.3671265,347.9898682,0.999999523,517.3601685,387.902771,1
9193,439.3518372,342.2478027,0.999999881,436.3281555,677.0228882,1,418.0037842,435.2297668,1,411.2510986,506.0953369,0.999999881,415.9666138,573.0323486,1,477.2696533,349.3318176,0.999999404,517.6865234,389.3084717,0.999999881
9194,439.3235779,342.2000427,0.999999881,436.323822,677.0228882,1,418.0113831,435.3738098,1,411.2510986,506.1086426,0.999999881,415.9666138,573.1066284,1,477.4266357,350.1029358,0.999999404,517.8230591,390.4897461,0.999999881
9195,438.4700317,342.2000427,1,436.323822,677.0455933,1,418.0942688,435.4351807,1,411.2510986,506.1086426,0.999999881,415.9666138,573.1066284,1,478.2507629,350.8345032,0.999999404,518.4611816,390.4897461,0.999999762
9196,438.0464478,342.1569519,1,436.323822,677.1265869,1,418.0113831,435.4920654,1,411.2510986,506.0953369,0.999999881,415.9630127,572.9812622,1,478.8492432,351.6022644,0.999999404,518.5061035,390.4897461,0.999999642
9197,437.8257751,342.1002808,1,436.323822,677.1265869,1,418.0942688,435.4351807,1,411.4437866,505.9931641,0.999999881,415.9630127,572.9812622,1,478.8492432,351.6630859,0.999999642,518.5061035,390.4597778,0.999999762
9198,437.4273376,342.1569519,1,436.323822,677.0888672,1,418.0942688,435.4351807,1,411.4437866,505.8833923,0.999999881,415.9359131,572.9510498,1,478.8735657,351.9836426,0.999999642,518.5061035,389.3760376,0.999999881
9199,437.3336487,342.1002808,1,436.42453,677.0888672,1,418.0527954,435.320282,1,411.3949585,505.8833923,0.999999881,415.9237366,572.9429321,1,478.8735657,352.159668,0.999999762,518.4539795,389.3760376,0.999999881
9200,437.0532532,342.0635986,1,436.42453,677.0888672,1,417.944519,435.2724915,1,411.3949585,505.8833923,0.999999762,415.9359131,572.9130859,1,478.8735657,352.688385,0.999999881,518.4539795,389.3760376,0.999999881
9201,437.0532532,341.8819275,1,436.42453,677.0888672,1,418.0527954,435.2607727,1,411.3297424,506.0003662,0.999999881,415.9367065,572.9130859,1,478.9911194,353.0136414,0.999999762,518.4539795,389.7600098,0.999999762
9202,437.3865662,342.0635986,1,436.42453,677.1256714,1,418.0527954,435.1933594,1,411.3126526,506.0003662,0.999999762,415.9359131,572.9130859,1,478.9911194,353.1834106,0.999999762,518.4539795,390.1867676,0.999999762
9203,437.221405,342.0635986,1,436.0543518,677.1876831,1,418.0901184,435.1933594,1,411.3009949,506.0003662,0.999999881,415.9237366,572.9386597,1,478.9911194,353.1916504,0.999999762,518.3869629,390.1867676,0.999999881
9204,437.3865662,341.97229,1,436.0543518,677.1876831,1,418.1132202,435.1933594,1,411.2044678,505.9995728,0.999999881,415.9182129,572.9125366,1,478.7650146,353.2538757,0.999999881,518.2957764,390.2919922,0.999999881
9205,437.3865662,341.97229,1,436.1220703,677.1782837,1,418.1299438,435.3102722,1,411.2891541,505.898407,0.999999881,415.9182129,572.9125366,1,478.7650146,353.4081116,0.999999881,518.2957764,390.1867676,0.999999881
9206,437.3618469,341.97229,1,436.1220703,677.1782837,1,418.1299438,435.4598999,1,411.2891541,505.898407,0.999999762,415.7501831,572.8615723,1,478.587616,353.8061218,0.999999881,518.2957764,390.099823,0.999999881
9207,437.3618469,341.97229,1,436.3157043,677.0697021,1,418.1958313,435.4598999,1,411.2044678,505.7750854,0.999999762,415.7380981,572.8615723,1,478.587616,354.3859253,0.999999881,518.2957764,390.0528564,0.999999881
9208,437.9460449,341.97229,1,436.3157043,677.0697021,1,418.4558411,435.3102722,1,411.2044678,505.755127,0.999999523,415.7501831,572.8615723,1,478.4558105,354.9665527,0.999999881,518.1937866,389.0617065,0.999999881
9209,438.9451904,342.111084,1,436.3670349,677.1230469,1,418.4933777,435.2055054,1,411.2666016,505.7750854,0.999999762,415.9528809,572.8615723,1,476.0274048,356.3134766,0.999999881,518.1937866,387.683197,0.999999762
9210,440.380188,342.1799011,0.999999881,436.3157043,677.0697021,1,418.4933777,435.2055054,1,411.0722046,505.855835,0.999999881,415.9528809,572.8916016,1,473.0662537,357.2204895,0.999999881,516.1611938,383.5538635,0.999999523
9211,440.630249,342.1799011,1,436.355072,677.0529785,1,418.6023865,435.0971985,1,411.1994324,505.7750854,1,415.9528809,572.8916016,1,468.2618713,357.6591187,1,514.1143188,379.3782349,0.999999762
9212,441.5292358,342.1799011,0.999999881,436.355072,677.1230469,1,418.4933777,435.0971985,1,411.1994324,505.855835,1,415.9700012,572.8916016,1,464.4367371,357.6591187,0.999999881,512.7142334,378.5197449,0.999998569
9213,441.5586853,342.2861023,0.999999881,436.355072,677.1915894,1,418.4160461,435.9062195,0.999999881,411.1994324,506.0174866,0.999999881,415.9528809,572.9041748,1,464.4367371,357.8756714,0.999999762,512.7142334,378.5197449,0.999997377
9214,441.605835,342.4555359,0.999999881,436.2101746,677.0944214,1,418.4160461,435.9685974,1,411.1994324,506.0342712,1,415.9700012,572.9382324,1,464.4367371,357.8938293,0.999999762,512.7142334,378.5197449,0.999999642
9215,441.605835,342.3858643,0.999999881,436.2427063,677.0944214,1,418.4160461,435.9685974,0.999999881,411.1994324,506.0342712,1,416.0573425,572.9041748,1,467.0916443,359.0839844,0.999999881,515.1848145,382.1180115,0.999999881
9216,441.605835,342.4555359,1,436.2427063,677.0944214,1,418.410675,435.9685974,1,411.2727661,506.0342712,1,416.1977234,572.9041748,1,469.7283325,365.7793579,1,517.2667847,386.9555359,1
9217,440.5857239,342.4555359,1,436.2427063,677.0944214,1,418.4160461,435.8033142,1,411.2727661,506.0047302,0.999999881,416.1977234,572.9041748,1,473.0619812,371.6806641,1,517.5853271,392.7392273,0.999999166
9218,439.8621216,342.3858643,1,436.2427063,676.9954224,1,418.410675,435.7848511,1,411.193512,505.9369202,0.999999762,416.1977234,572.9249268,1,477.0545349,378.8975525,0.999999523,517.5853271,394.9628906,0.999999642
9219,438.5766907,342.3858643,1,436.2427063,676.9954224,1,418.2284546,435.6966248,1,411.1005554,505.9369202,0.999999762,415.9762878,572.9249268,1,483.1908569,382.9815063,0.999998808,517.5853271,396.6941833,0.999999642
9220,438.5766907,342.5162964,1,436.4422302,677.0891113,1,418.410675,435.3959961,1,411.193512,505.5339966,0.999999881,415.9762878,573.1338501,1,491.999176,387.2960815,0.996467352,517.5853271,398.9930115,0.999998927
9221,438.5766907,342.4204712,1,436.2853088,677.111084,1,418.0835571,435.3933411,1,411.193512,505.9098816,0.999999881,415.8013916,573.1338501,1,496.4154663,391.3144531,0.010416658,517.5853271,402.1369019,0.999999642
9222,438.9621887,342.5509949,1,436.2240906,677.0893555,1,418.0835571,435.3933411,1,411.1838684,505.9369202,0.999999881,415.8013916,573.1338501,1,1589.025513,701.2927856,0.001882731,517.2316284,407.1376953,0.999999762
9223,439.2329102,342.5509949,1,436.2240906,677.1195679,1,418.1584473,435.3933411,1,411.1838684,505.9098816,0.999999881,415.9239197,572.9915771,1,1589.025513,703.3145752,0.002952763,516.1183472,413.2485962,0.999999523
9224,439.2722473,342.4204712,1,436.1161194,677.1195679,1,418.1584473,435.3456726,1,411.1838684,505.7236023,0.999999881,416.1639099,572.9915771,1,1589.182739,705.2307739,0.003374989,515.3392944,415.2449341,0.999998331
9225,439.2722473,342.3277588,1,436.1161194,677.1195679,1,418.0976563,435.2345276,1,411.1838684,505.9098816,0.999999762,415.9239197,572.9915771,1,1589.182739,703.3145752,0.002536274,515.1531982,416.6935425,0.999995828
9226,439.3893127,342.3277588,1,436.1161194,677.0893555,1,418.0976563,435.2345276,1,411.1838684,505.9675903,0.999999881,415.9239197,572.9915771,1,1589.025513,705.2307739,0.003666789,513.4645386,416.6935425,0.999994278
9227,439.5238342,342.3277588,1,436.1859436,677.0604248,1,418.0570984,435.2345276,1,411.4356689,505.7236023,0.999999881,415.9239197,572.9455566,1,1588.247559,720.3838501,0.000951239,511.2377014,416.6935425,0.999994278
9228,439.5444031,342.3817444,1,436.1859436,677.0604248,1,417.992981,435.414978,1,411.5382385,505.7759705,0.999999881,416.1877441,573.0811768,1,1589.182739,705.2307739,0.013659745,510.9768066,416.6935425,0.999989152
9229,439.5444031,342.4970398,1,436.4755249,676.8978882,1,417.9659119,435.5177612,1,411.5382385,505.9989624,0.999999881,416.3487244,573.1057129,1,1588.585693,705.3862305,0.000930959,510.3778381,416.6935425,0.999991894
9230,439.3893127,342.4970398,1,436.1859436,676.8978882,1,417.9659119,435.5177612,1,411.4356689,505.9651489,0.999999881,416.3487244,573.1244507,1,1588.585693,708.4191284,0.002224066,508.0018616,417.4183655,0.999996901
9231,438.9669189,342.4970398,1,436.1283875,676.9248657,1,417.894104,435.5177612,1,411.3644104,505.9651489,0.999999881,416.4788208,573.2143555,1,1588.585693,705.3862305,0.004716936,504.078949,420.193512,0.999998689
9232,438.9669189,342.4861145,1,436.1283875,676.8706665,1,417.8495789,435.5539551,1,411.3079834,505.987793,0.999999881,416.3487244,573.3618164,0.999999881,1593.091187,703.8891602,0.004618516,500.6743469,421.6226196,0.999999881
9233,438.9669189,342.4861145,1,436.1668396,676.8706665,1,417.7725525,435.6098633,1,411.3079834,505.987793,0.999999881,416.3467407,573.3704224,0.999999881,1590.901123,705.3862305,0.002551164,497.488739,421.6226196,0.999999285
9234,439.1233215,342.4425659,1,436.1283875,676.9175415,1,417.8495789,435.5539551,1,411.3644104,505.9651489,0.999999881,416.1619263,573.3704224,0.999999881,1590.901123,703.8891602,0.002698835,491.4798279,421.6226196,0.999999166
9235,439.2242737,342.4425659,1,436.1668396,676.9248657,1,417.8495789,435.6098633,1,411.3644104,505.848938,0.999999881,416.1209412,573.3618164,1,1588.317627,703.8891602,0.000811111,488.9055481,416.3545532,0.999995828
9236,439.2242737,342.4861145,1,436.321106,677.0145874,1,417.8885193,435.6098633,1,411.1747742,505.7069397,0.999999762,416.103241,573.1621094,1,1588.65271,705.8699341,0.00188412,488.8862,416.2758789,0.999993443
9237,439.1233215,342.456665,1,436.2805176,677.0748291,1,417.8885193,435.6148682,1,411.3171082,505.6799622,0.999999166,416.103241,573.0681763,1,1588.65271,705.8699341,0.010816571,488.5562134,416.2758789,0.999993801
9238,439.015625,342.3714905,1,436.301178,677.0748291,1,417.8885193,435.6148682,1,410.8262329,505.4552002,0.999999523,416.1209412,572.9782715,1,1588.317627,705.8699341,0.005986047,488.5464783,416.2758789,0.999994159
9239,439.015625,342.3714905,1,436.301178,677.0748291,1,417.901001,435.7604675,1,410.8262329,505.4552002,0.999999881,416.1559753,572.9782715,1,1588.317627,705.8699341,0.019281458,484.4843445,416.7150269,0.999999404
